GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID
PIK3CB,ZSTK474,Homo sapiens,ZSTK474 analog results in decreased activity of PIK3CB protein,decreases^activity,21882832,C510150
MAPKAPK2,1-Butanol,Homo sapiens,[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D020001
MAPKAPK2,1-Methyl-3-isobutylxanthine,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,28628672,D015056
MAPKAPK2,3-(4-methylphenylsulfonyl)-2-propenenitrile,Homo sapiens,3-(4-methylphenylsulfonyl)-2-propenenitrile promotes the reaction [Lipopolysaccharides results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],increases^activity|increases^phosphorylation|increases^reaction,21135123,C434003
MAPKAPK2,Acetaminophen,Homo sapiens,Acetaminophen results in decreased expression of MAPKAPK2 mRNA,decreases^expression,26690555,D000082
MAPKAPK2,Acetaminophen,Homo sapiens,Acetaminophen results in increased expression of MAPKAPK2 mRNA,increases^expression,29067470,D000082
MAPKAPK2,Aflatoxin B1,Homo sapiens,Aflatoxin B1 results in decreased methylation of MAPKAPK2 gene,decreases^methylation,27153756,D016604
MAPKAPK2,Aripiprazole,Homo sapiens,[Aripiprazole co-treated with Ozone] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,31476115,D000068180
MAPKAPK2,Arsenates,Homo sapiens,[Atrazine co-treated with Arsenates] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,18585445,D001149
MAPKAPK2,Arsenic Trioxide,Homo sapiens,Arsenic Trioxide results in decreased expression of MAPKAPK2 mRNA,decreases^expression,20458559,D000077237
MAPKAPK2,Arsenic Trioxide,Homo sapiens,Arsenic Trioxide results in increased activity of MAPKAPK2 protein,increases^activity,12239215,D000077237
MAPKAPK2,Arsenic Trioxide,Homo sapiens,MAPK11 protein modified form inhibits the reaction [Arsenic Trioxide results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity,12239215,D000077237
MAPKAPK2,Arsenic Trioxide,Homo sapiens,SB 203580 inhibits the reaction [Arsenic Trioxide results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity,12239215,D000077237
MAPKAPK2,arsenite,Homo sapiens,arsenite results in increased activity of MAPKAPK2 protein,increases^activity,9545260,C015001
MAPKAPK2,arsenite,Homo sapiens,SB 203580 inhibits the reaction [arsenite results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity,9545260,C015001
MAPKAPK2,"Asbestos, Crocidolite",Homo sapiens,"Asbestos, Crocidolite results in increased expression of MAPKAPK2 mRNA",increases^expression,25757056,D017638
MAPKAPK2,Atrazine,Homo sapiens,[Atrazine co-treated with Arsenates] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,18585445,D001280
MAPKAPK2,Benzene,Homo sapiens,Benzene results in decreased expression of MAPKAPK2 mRNA,decreases^expression,33064461,D001554
MAPKAPK2,Benzene,Homo sapiens,Benzene results in increased expression of MAPKAPK2 mRNA,increases^expression,19162166,D001554
MAPKAPK2,Benzo(a)pyrene,Homo sapiens,Benzo(a)pyrene affects the methylation of MAPKAPK2 promoter,affects^methylation,27901495,D001564
MAPKAPK2,Benzoates,Homo sapiens,Benzoates analog results in decreased expression of MAPKAPK2 mRNA,decreases^expression,29472718,D001565
MAPKAPK2,bisphenol A,Homo sapiens,bisphenol A results in decreased methylation of MAPKAPK2 gene,decreases^methylation,31601247,C006780
MAPKAPK2,bisphenol F,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,28628672,C000611646
MAPKAPK2,Bortezomib,Homo sapiens,Bortezomib results in decreased expression of MAPKAPK2 mRNA,decreases^expression,20977926,D000069286
MAPKAPK2,Cadmium Chloride,Homo sapiens,Cadmium Chloride results in increased phosphorylation of MAPKAPK2 protein,increases^phosphorylation,21219922,D019256
MAPKAPK2,Cadmium Chloride,Homo sapiens,SB 203580 inhibits the reaction [Cadmium Chloride results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,21219922,D019256
MAPKAPK2,Carbamazepine,Homo sapiens,Carbamazepine affects the expression of MAPKAPK2 mRNA,affects^expression,25979313,D002220
MAPKAPK2,CGP 52608,Homo sapiens,CGP 52608 promotes the reaction [RORA protein binds to MAPKAPK2 gene],affects^binding|increases^reaction,28238834,C092451
MAPKAPK2,coniferaldehyde,Homo sapiens,MAPKAPK2 mutant form inhibits the reaction [coniferaldehyde affects the localization of and results in increased phosphorylation of NFE2L2 protein],affects^localization|decreases^reaction|increases^phosphorylation,26275128,C075384
MAPKAPK2,coniferaldehyde,Homo sapiens,MAPKAPK2 mutant form inhibits the reaction [coniferaldehyde results in increased expression of HMOX1 protein],decreases^reaction|increases^expression,26275128,C075384
MAPKAPK2,Copper Sulfate,Homo sapiens,Copper Sulfate results in increased expression of MAPKAPK2 mRNA,increases^expression,19549813,D019327
MAPKAPK2,Decitabine,Homo sapiens,Decitabine affects the methylation of MAPKAPK2 gene,affects^methylation,17630775,D000077209
MAPKAPK2,Dexamethasone,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,28628672,D003907
MAPKAPK2,Estradiol,Homo sapiens,Estradiol results in increased expression of MAPKAPK2 mRNA,increases^expression,23094148,D004958
MAPKAPK2,Flurbiprofen,Homo sapiens,Flurbiprofen results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein,increases^activity|increases^phosphorylation,18056468,D005480
MAPKAPK2,Flurbiprofen,Homo sapiens,MAPKAPK2 protein promotes the reaction [Flurbiprofen results in increased expression of NGFR protein],increases^expression|increases^reaction,18056468,D005480
MAPKAPK2,Gasoline,Homo sapiens,[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D005742
MAPKAPK2,Gasoline,Homo sapiens,[Gasoline results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D005742
MAPKAPK2,geldanamycin,Homo sapiens,geldanamycin results in increased expression of MAPKAPK2 mRNA,increases^expression,26705709,C001277
MAPKAPK2,Glyphosate,Homo sapiens,Glyphosate results in decreased expression of MAPKAPK2 mRNA,decreases^expression,31295307,D000097797
MAPKAPK2,GSK-J4,Homo sapiens,GSK-J4 results in increased expression of MAPKAPK2 mRNA,increases^expression,29301935,C000593030
MAPKAPK2,Hydrogen Peroxide,Homo sapiens,Hydrogen Peroxide results in increased activity of MAPKAPK2 protein,increases^activity,9545260,D006861
MAPKAPK2,Ibuprofen,Homo sapiens,Ibuprofen results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein,increases^activity|increases^phosphorylation,18056468,D007052
MAPKAPK2,Ibuprofen,Homo sapiens,MAPKAPK2 protein promotes the reaction [Ibuprofen results in increased expression of NGFR protein],increases^expression|increases^reaction,18056468,D007052
MAPKAPK2,Indomethacin,Homo sapiens,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol F] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,28628672,D007213
MAPKAPK2,KN 62,Homo sapiens,KN 62 results in decreased activity of MAPKAPK2 protein,decreases^activity,10998351,C063302
MAPKAPK2,Lipopolysaccharides,Homo sapiens,3-(4-methylphenylsulfonyl)-2-propenenitrile promotes the reaction [Lipopolysaccharides results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],increases^activity|increases^phosphorylation|increases^reaction,21135123,D008070
MAPKAPK2,Lipopolysaccharides,Homo sapiens,HNRNPD protein promotes the reaction [Lipopolysaccharides results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],increases^activity|increases^phosphorylation|increases^reaction,21135123,D008070
MAPKAPK2,Lipopolysaccharides,Homo sapiens,Lipopolysaccharides results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein,increases^activity|increases^phosphorylation,21135123,D008070
MAPKAPK2,Lipopolysaccharides,Homo sapiens,Lipopolysaccharides results in increased phosphorylation of MAPKAPK2 protein,increases^phosphorylation,29925859,D008070
MAPKAPK2,Lipopolysaccharides,Homo sapiens,SB 203580 inhibits the reaction [Lipopolysaccharides results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity|increases^phosphorylation,21135123,D008070
MAPKAPK2,LY 303511,Homo sapiens,LY 303511 results in increased phosphorylation of MAPKAPK2 protein,increases^phosphorylation,24176848,C093555
MAPKAPK2,LY 303511,Homo sapiens,SB 203580 inhibits the reaction [LY 303511 results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,24176848,C093555
MAPKAPK2,Methotrexate,Homo sapiens,Methotrexate affects the expression of MAPKAPK2 mRNA,affects^expression,19100307,D008727
MAPKAPK2,Methotrexate,Homo sapiens,Methotrexate results in increased expression of MAPKAPK2 protein,increases^expression,19100307,D008727
MAPKAPK2,Methotrexate,Homo sapiens,SB 203580 inhibits the reaction [Methotrexate results in increased expression of MAPKAPK2 protein],decreases^reaction|increases^expression,19100307,D008727
MAPKAPK2,Mustard Gas,Homo sapiens,MAPKAPK2 protein affects the reaction [Mustard Gas results in increased expression of TNF mRNA],affects^reaction|increases^expression,23851002,D009151
MAPKAPK2,Mustard Gas,Homo sapiens,MAPKAPK2 protein affects the reaction [Mustard Gas results in increased secretion of IL6 protein],affects^reaction|increases^secretion,23851002,D009151
MAPKAPK2,Mustard Gas,Homo sapiens,MAPKAPK2 protein affects the reaction [Mustard Gas results in increased secretion of TNF protein],affects^reaction|increases^secretion,23851002,D009151
MAPKAPK2,Mustard Gas,Homo sapiens,MAPKAPK2 protein affects the susceptibility to Mustard Gas,affects^response to substance,23851002,D009151
MAPKAPK2,Mustard Gas,Homo sapiens,Mustard Gas results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein,increases^activity|increases^phosphorylation,23851002,D009151
MAPKAPK2,Mustard Gas,Homo sapiens,SB 203580 inhibits the reaction [Mustard Gas results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity|increases^phosphorylation,23851002,D009151
MAPKAPK2,nickel subsulfide,Homo sapiens,nickel subsulfide results in decreased expression of MAPKAPK2 mRNA,decreases^expression,12760830,C017557
MAPKAPK2,nickel sulfate,Homo sapiens,[Potassium Dichromate co-treated with nickel sulfate] results in increased phosphorylation of MAPKAPK2 protein,affects^cotreatment|increases^phosphorylation,20493934,C029938
MAPKAPK2,Ozone,Homo sapiens,[Aripiprazole co-treated with Ozone] results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^expression,31476115,D010126
MAPKAPK2,Ozone,Homo sapiens,Ozone results in increased expression of MAPKAPK2 mRNA,increases^expression,31476115,D010126
MAPKAPK2,Ozone,Homo sapiens,Ozone results in increased phosphorylation of MAPKAPK2 protein,increases^phosphorylation,29925859,D010126
MAPKAPK2,Ozone,Homo sapiens,ralimetinib inhibits the reaction [Ozone results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,29925859,D010126
MAPKAPK2,Particulate Matter,Homo sapiens,[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D052638
MAPKAPK2,Particulate Matter,Homo sapiens,[Gasoline results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D052638
MAPKAPK2,picoxystrobin,Homo sapiens,picoxystrobin results in decreased expression of MAPKAPK2 mRNA,decreases^expression,33512557,C556557
MAPKAPK2,Polycyclic Aromatic Hydrocarbons,Homo sapiens,[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D011084
MAPKAPK2,Polycyclic Aromatic Hydrocarbons,Homo sapiens,[Gasoline results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of MAPKAPK2 mRNA,affects^cotreatment|increases^abundance|increases^expression,29432896,D011084
MAPKAPK2,Potassium Dichromate,Homo sapiens,[Potassium Dichromate co-treated with nickel sulfate] results in increased phosphorylation of MAPKAPK2 protein,affects^cotreatment|increases^phosphorylation,20493934,D011192
MAPKAPK2,Potassium Dichromate,Homo sapiens,Potassium Dichromate results in increased phosphorylation of MAPKAPK2 protein,increases^phosphorylation,20493934,D011192
MAPKAPK2,ralimetinib,Homo sapiens,ralimetinib inhibits the reaction [Ozone results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,29925859,C580958
MAPKAPK2,Raloxifene Hydrochloride,Homo sapiens,[Raloxifene Hydrochloride co-treated with ESR2 protein] results in decreased expression of MAPKAPK2 mRNA,affects^cotreatment|decreases^expression,19059307,D020849
MAPKAPK2,Rifampin,Homo sapiens,Rifampin results in increased phosphorylation of MAPKAPK2 protein,increases^phosphorylation,21127053,D012293
MAPKAPK2,rottlerin,Homo sapiens,rottlerin results in decreased activity of MAPKAPK2 protein,decreases^activity,10998351,C085746
MAPKAPK2,SB 203580,Homo sapiens,SB 203580 inhibits the reaction [Arsenic Trioxide results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity,12239215,C093642
MAPKAPK2,SB 203580,Homo sapiens,SB 203580 inhibits the reaction [arsenite results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity,9545260,C093642
MAPKAPK2,SB 203580,Homo sapiens,SB 203580 inhibits the reaction [Cadmium Chloride results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,21219922,C093642
