Name,SMILES,Interacts with,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
SNX 2112,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C,AKT1,SNX 2112 results in decreased expression of AKT1 protein,decreases^expression,464.486,464.486,464.203525,2.4294,-5.111,7,3,327.76,0.25552,110.24,-9.4181,none,none,none,none,0.42424,0.44391,0.94068,1,33,10,0,10,0,5,4,11,13,4,3,1,1,2,2,1,2,1,0,0,1,1,1,0,1,2,0,0
BMS 754807,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,CDKN2A,CDKN2A gene mutant form results in decreased susceptibility to BMS 754807,decreases^response to substance,461.504,461.504,461.208784,2.3302,-5.859,10,3,336.93,0.31262,116.13,6.8809,none,none,none,none,0.52941,0.30759,0.94167,1,34,11,0,11,1,6,6,20,8,6,1,5,2,2,4,1,1,0,1,1,4,1,2,0,2,6,3,0
Dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,TP53,Arsenic Trioxide inhibits the reaction [Dasatinib results in decreased expression of TP53 protein],decreases^expression|decreases^reaction,488.014,488.014,487.15572,3.6259,-4.701,9,3,361.62,0.30261,134.75,8.0376,none,none,high,high,0.60606,0.48011,0.84401,1,33,11,0,11,0,7,4,17,10,4,1,3,1,1,3,0,0,1,1,1,2,1,3,1,2,3,3,0
GSK1210151A,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)C(C)C5=CC=CC=N5)OC,MYC,GSK1210151A inhibits the reaction [Oxygen deficiency results in increased expression of MYC mRNA],decreases^reaction|increases^expression,415.452,415.452,415.16444,2.7788,-5.8,8,1,310.9,0.27362,93.38,2.4306,high,high,none,none,0.45161,0.23811,0.96494,1,31,8,0,8,1,4,5,21,6,5,1,4,0,1,4,0,0,1,0,1,3,2,0,0,0,3,0,0
INCB054329,CC1=C(C(=NO1)C)C2=C3C4=C(C=C2)NC(=O)N4C(CO3)C5=CC=CC=N5,H2AX,INCB054329 promotes the reaction [olaparib results in increased expression of H2AX protein],increases^expression|increases^reaction,348.361,348.361,348.122241,2.3432,-4.94,7,1,253.28,0.29256,80.49,1.5868,none,none,none,none,0.46154,0.23332,0.97413,1,26,7,0,7,1,2,5,17,5,5,1,4,1,2,3,0,0,1,1,2,2,2,0,0,0,2,0,0
Floxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,IL6,[Floxacillin co-treated with IL6 protein] results in increased activity of CASP3 protein,affects^cotreatment|increases^activity,453.877,453.877,453.056147,2.8046,-4.365,8,2,299.78,0.36627,138.04,9.1217,high,none,low,none,0.46667,0.3602,0.96208,1,30,11,0,11,3,4,4,11,9,5,1,4,3,3,2,0,0,1,3,3,1,2,0,0,0,1,0,1
Cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,IL6,[Cloxacillin co-treated with IL6 protein] results in increased activity of CASP3 protein,affects^cotreatment|increases^activity,435.887,435.887,435.065569,2.7038,-4.051,8,2,293.43,0.37419,138.04,10.462,high,none,none,none,0.48276,0.31483,0.9478,1,29,10,0,10,3,4,4,11,9,5,1,4,3,3,2,0,0,1,3,3,1,2,0,0,0,1,0,1
10-decarbamoylmitomycin C,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2CO)OC)N4)N,TP53,10-decarbamoylmitomycin C results in increased stability of TP53 protein,increases^stability,291.306,291.306,291.121907,-1.6656,-0.705,7,3,197.58,0.45359,114.8,3.0818,low,low,high,none,0.38095,0.17054,1.0194,1,21,7,0,7,4,2,4,0,11,5,1,4,3,5,0,0,1,0,3,4,0,0,1,1,0,0,1,0
Mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,TP53,Mitomycin affects the activity of TP53 protein,affects^activity,334.331,334.331,334.127721,-1.8035,-1.378,9,3,227.5,0.50475,146.89,4.4964,low,low,high,none,0.41667,0.23605,1.0277,1,24,9,0,9,4,4,4,0,11,5,1,4,3,5,0,0,1,0,3,4,0,1,1,1,0,0,1,0
palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,TP53,TP53 protein mutant form results in decreased susceptibility to palbociclib,decreases^response to substance,447.541,447.541,447.238273,2.003,-4.534,9,2,337.84,0.26347,103.35,1.0162,none,none,high,none,0.51515,0.38633,0.94147,1,33,9,0,9,0,5,5,12,12,5,1,4,2,3,2,1,1,0,1,2,2,1,3,1,2,3,2,0
tubocapsenolide A,CC1=C(C(=O)OC(C1)C(C)C2(C(CC3=C2CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)O)C)C,TP53,tubocapsenolide A results in increased degradation of TP53 protein mutant form,increases^degradation,468.588,468.588,468.25119,2.6348,-4.277,6,2,329.52,0.24256,96.36,-0.0039023,none,none,low,none,0.44118,0.38815,1.0431,1,34,6,0,6,10,2,6,0,24,7,4,3,3,7,0,1,4,0,2,3,0,0,0,0,0,0,0,0
withanone,CC1=C(C(=O)OC(C1)C(C)C2(CCC3C2(CCC4C3C5C(O5)C6(C4(C(=O)C=CC6)C)O)C)O)C,TP53,withanone inhibits the reaction [HSPA9 protein binds to TP53 protein],affects^binding|decreases^reaction,470.604,470.604,470.26684,2.5971,-4.526,6,2,330.77,0.24165,96.36,-0.63209,none,low,low,low,0.44118,0.39677,1.031,1,34,6,0,6,11,2,6,0,26,7,4,3,5,7,0,3,4,0,2,3,0,0,0,0,0,0,0,0
withaferin A,CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)CO,TP53,withaferin A binds to TP53 protein,affects^binding,470.604,470.604,470.26684,2.4938,-4.469,6,2,334.36,0.23905,96.36,1.6889,none,none,low,none,0.47059,0.41451,1.0174,1,34,6,0,6,11,3,6,0,26,7,4,3,5,7,0,3,4,0,2,3,0,0,0,0,0,0,0,0
"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester",CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,FOS,"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester results in increased expression of FOS mRNA",increases^expression,356.299,356.299,356.098392,2.6273,-4.181,6,1,247.22,0.2626,84.15,-10.756,none,none,none,none,0.36,0.37002,0.9393,1,25,9,0,9,1,5,2,6,7,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
PIK 75,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br,AKT1,PIK 75 inhibits the reaction [TNF protein results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,452.288,452.288,450.994986,1.1697,-5.109,9,0,287.49,0.32342,121.24,-8.332,none,none,none,low,0.51852,0.40174,0.8577,1,27,11,0,11,0,4,3,15,4,3,1,2,0,0,3,0,0,1,0,0,2,0,0,0,0,2,0,0
AZ-628,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,MAPK3,AZ-628 results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,451.529,451.529,451.200825,4.6632,-6.584,7,2,353.92,0.21932,97.59,-3.6106,high,low,low,high,0.52941,0.48237,0.86118,1,34,7,0,7,0,5,4,18,5,4,3,1,0,1,3,0,0,3,0,1,0,2,1,0,1,0,0,0
pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,TP53,NFE2L2 protein affects the reaction [pazopanib results in increased expression of TP53 mRNA],affects^reaction|increases^expression,437.527,437.527,437.163393,1.7881,-5.921,9,2,320.76,0.30752,127.41,3.5212,high,none,none,high,0.51613,0.47938,0.88837,1,31,10,0,10,0,5,4,21,5,4,2,2,0,0,4,0,0,2,0,0,2,1,2,0,2,4,2,0
sulindac sulfone,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,CCND1,sulindac sulfone results in decreased expression of CCND1 mRNA,decreases^expression,372.415,372.415,372.083158,2.6067,-4.264,4,1,264.46,0.20691,79.82,0.43573,none,none,high,none,0.5,0.37766,0.88433,1,26,6,0,6,0,4,3,12,5,3,3,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1
Troglitazone,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,TP53,TP53 protein results in increased susceptibility to Troglitazone,increases^response to substance,441.546,441.546,441.160994,4.3852,-5.46,6,2,323.81,0.27217,110.16,4.0512,none,none,none,none,0.58065,0.4752,0.87179,1,31,7,0,7,2,5,4,12,14,4,2,2,1,2,2,0,0,2,1,2,0,1,0,0,0,0,0,0
zomepirac glucuronide,CC1=C(N(C(=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C)C(=O)C3=CC=C(C=C3)Cl,IL6,zomepirac glucuronide results in increased expression of IL6 mRNA,increases^expression,467.857,467.857,467.098311,-0.0007,-3.191,10,4,323.57,0.36589,155.52,2.1243,none,none,none,none,0.53125,0.54781,0.90425,1,32,11,0,11,5,7,3,11,14,3,1,2,1,1,2,0,0,1,1,1,1,0,0,0,0,1,0,1
Rimonabant,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,CCND1,Rimonabant results in decreased expression of CCND1 protein,decreases^expression,463.795,463.795,462.078092,4.2064,-6.398,5,1,334.07,0.13737,50.16,3.9827,none,none,none,none,0.46667,0.3824,0.90876,1,30,8,0,8,0,4,4,17,7,4,2,2,1,1,3,0,0,2,1,1,1,0,0,0,0,2,0,0
Cefadroxil,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,HLA-G,Cefadroxil affects the expression of HLA-G mRNA,affects^expression,363.393,363.393,363.088892,-2.3737,-1.387,8,4,246.42,0.45893,158.26,7.9062,none,none,none,none,0.56,0.39539,0.89932,1,25,9,0,9,3,4,3,6,9,3,1,2,1,2,1,0,0,1,1,2,0,2,1,1,0,0,1,1
"5-((5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl)-N-(2-hydroxy-3-morpholin-4-ylpropyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide",CC1=C(NC(=C1C(=O)NCC(CN2CCOCC2)O)C)C=C3C4=C(C=CC(=C4)F)NC3=O,RB1,"5-((5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl)-N-(2-hydroxy-3-morpholin-4-ylpropyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide results in decreased phosphorylation of RB1 protein",decreases^phosphorylation,442.489,442.489,442.201634,0.425,-2.809,8,4,331.3,0.27057,106.69,4.7422,none,none,none,none,0.5625,0.39238,0.90245,1,32,9,0,9,1,6,4,11,12,4,1,3,1,2,2,0,0,1,1,2,1,2,1,1,0,1,1,0
CPI203,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)N)C4=CC=C(C=C4)Cl)C,IL6,CPI203 results in decreased expression of IL6 mRNA,decreases^expression,399.905,399.905,399.092057,3.1396,-7.188,6,1,289.64,0.30724,114.4,2.9317,none,none,none,none,0.40741,0.2989,0.96824,1,27,8,0,8,1,3,4,16,5,4,1,3,0,1,3,0,0,1,0,1,2,1,0,0,0,3,0,0
OTX015,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C,MYC,OTX015 deficiency inhibits the reaction [OTX015 results in decreased expression of MYC protein],decreases^expression|decreases^reaction,492.002,492.002,491.118272,4.8541,-8.315,7,2,358.69,0.274,120.64,3.2015,none,none,none,none,0.47059,0.329,0.97568,1,34,9,0,9,1,4,5,22,6,5,2,3,0,1,4,0,0,2,0,1,2,1,0,0,0,3,0,0
IC 87114,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N,AKT1,IC 87114 results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,397.441,397.441,397.165108,2.2895,-5.159,8,1,297.18,0.2798,102.29,3.0953,none,none,low,high,0.4,0.34513,0.9383,1,30,8,0,8,0,3,5,21,3,5,2,3,0,1,4,0,0,2,0,1,2,1,1,0,1,4,1,0
nimbolide,CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C,TP53,nimbolide results in increased expression of TP53 mRNA,increases^expression,466.528,466.528,466.199155,2.7744,-4.451,7,0,323.17,0.25754,92.04,-3.0363,none,none,none,high,0.35294,0.25598,1.0695,1,34,7,0,7,9,4,6,5,19,6,3,3,3,5,1,1,3,0,2,2,1,0,0,0,0,0,0,0
Mycophenolic Acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,TP53,Mycophenolic Acid affects the activity of TP53 protein,affects^activity,320.34,320.34,320.12599,2.297,-3.014,6,2,244.49,0.29564,93.06,-0.61321,none,none,none,none,0.52174,0.48652,0.87401,1,23,6,0,6,0,6,2,6,11,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
atranorin,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)OC)O)C)O)C=O)O,TP53,atranorin results in decreased expression of TP53 protein,decreases^expression,374.344,374.344,374.10017,2.931,-3.695,8,3,276.15,0.3564,130.36,-5.742,none,none,none,none,0.51852,0.37684,0.88433,1,27,8,0,8,0,6,2,12,9,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
evernic acid,CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)O)O)O)OC,TP53,evernic acid results in decreased expression of TP53 mRNA,decreases^expression,332.307,332.307,332.089605,2.5016,-3.213,7,3,244.35,0.34942,113.29,-1.3104,none,none,none,none,0.58333,0.4805,0.8085,1,24,7,0,7,0,5,2,12,8,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
gyrophoric acid,CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)OC3=CC(=C(C(=C3)C)C(=O)O)O)O)O)O,TP53,gyrophoric acid results in decreased expression of TP53 protein,decreases^expression,468.413,468.413,468.10565,3.6546,-4.417,10,5,334.56,0.37249,170.82,-1.5188,none,none,none,none,0.55882,0.46767,0.87682,1,34,10,0,10,0,7,3,18,10,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1
GDP 366,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N,TP53,GDP 366 results in increased expression of TP53 mRNA,increases^expression,375.455,375.455,375.11538,3.9504,-7.637,6,3,282.29,0.33133,121.17,0.94885,none,none,none,none,0.59259,0.42893,0.82405,1,27,7,0,7,0,3,4,21,1,4,2,2,0,0,4,0,0,2,0,0,2,2,1,0,1,2,0,0
alternariol,CC1=CC(=CC2=C1C3=C(C(=CC(=C3)O)O)C(=O)O2)O,TP53,alternariol results in increased expression of TP53 protein,increases^expression,258.228,258.228,258.052825,2.2963,-3.542,5,3,178.58,0.34909,86.99,-1.5883,none,none,high,none,0.47368,0.035394,0.90348,1,19,5,0,5,0,0,3,12,5,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0
BMS 536924,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,AKT1,BMS 536924 results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,479.966,479.966,479.172417,1.2306,-3.548,8,4,354.67,0.24691,102.51,5.2482,none,none,none,none,0.52941,0.43963,0.90876,1,34,9,0,9,1,6,5,15,9,5,2,3,1,2,3,0,0,2,1,2,1,1,1,0,1,2,1,0
LGK974,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,CCND1,LGK974 inhibits the reaction [Paraquat results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction,396.453,396.453,396.169859,2.3943,-3.911,7,1,313.83,0.25284,93.55,0.8901,none,high,none,none,0.63333,0.46674,0.81951,1,30,7,0,7,0,5,4,24,3,4,0,4,0,0,4,0,0,0,0,0,4,1,0,0,0,5,0,0
AZD 1480,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=N3)F,STAT3,AZD 1480 inhibits the reaction [SLC2A4 protein inhibits the reaction [Ivermectin results in decreased phosphorylation of STAT3 protein]],decreases^phosphorylation|decreases^reaction,348.772,348.772,348.101397,1.3755,-3.236,8,3,257.86,0.35585,104.3,1.5139,none,high,none,none,0.625,0.34855,0.75329,1,24,10,0,10,1,5,3,17,3,3,0,3,0,0,3,0,0,0,0,0,3,0,2,0,2,6,3,0
eurycomanone,CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(=C)C4(C(C(=O)O3)O)O)O)(OC5)O)C)O,TP53,eurycomanone results in decreased expression of TP53 protein,decreases^expression,408.402,408.402,408.142035,-1.7372,-1.605,9,5,249.39,0.44741,153.75,-6.2295,none,none,none,none,0.34483,0.30511,1.0995,1,29,9,0,9,10,0,5,0,21,6,3,3,5,6,0,2,3,0,3,3,0,0,0,0,0,0,0,0
"5,7-dihydroxy-2-methyl-8-(4-(3-hydroxy-1-methyl)-piperidinyl)-4H-1-benzopyran-4-one",CC1=CC(=O)C2=C(O1)C(=C(C=C2O)O)C3CCN(CC3O)C,TP53,"5,7-dihydroxy-2-methyl-8-(4-(3-hydroxy-1-methyl)-piperidinyl)-4H-1-benzopyran-4-one results in increased expression of TP53 protein",increases^expression,305.329,305.329,305.126324,1.6169,-2.303,6,3,218.87,0.30105,90.23,-0.1543,none,none,none,none,0.45455,0.31612,0.89035,1,22,6,0,6,2,1,3,6,12,3,1,2,1,2,1,0,0,1,1,2,0,0,1,1,0,0,1,0
AS602868,CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4,IL6,AS602868 inhibits the reaction [Hydrogen Peroxide promotes the reaction [IL1B protein results in increased expression of IL6 mRNA]],decreases^reaction|increases^expression|increases^reaction,366.4,366.4,366.078661,3.1028,-4.433,7,1,264.07,0.35366,112.66,0.89949,low,low,none,none,0.42308,0.26071,0.86525,1,26,8,0,8,0,4,4,15,3,4,1,3,0,1,3,0,0,1,0,1,2,0,0,0,0,2,0,0
"7,8-diacetoxy-4-methylcoumarin",CC1=CC(=O)OC2=C1C=CC(=C2OC(=O)C)OC(=O)C,TP53,"7,8-diacetoxy-4-methylcoumarin results in increased expression of TP53 protein",increases^expression,276.243,276.243,276.06339,1.549,-2.699,6,0,204.5,0.338,78.9,-7.0575,none,none,high,none,0.45,0.22324,0.86015,1,20,6,0,6,0,4,2,6,6,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"7,8-diacetoxy-4-methylthiocoumarin",CC1=CC(=S)OC2=C1C=CC(=C2OC(=O)C)OC(=O)C,TP53,"7,8-diacetoxy-4-methylthiocoumarin results in increased expression of TP53 protein",increases^expression,292.31,292.31,292.040545,1.7684,-3.636,5,0,219.46,0.38312,93.92,-0.96717,none,none,high,none,0.45,0.26503,0.86118,1,20,6,0,6,0,4,2,6,7,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
tolmetin glucuronide,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O,IL6,tolmetin glucuronide results in increased expression of IL6 mRNA,increases^expression,433.412,433.412,433.137284,-0.6067,-2.455,10,4,308.15,0.3842,155.52,1.724,none,none,high,none,0.54839,0.55884,0.86986,1,31,10,0,10,5,7,3,11,14,3,1,2,1,1,2,0,0,1,1,1,1,0,0,0,0,1,0,1
STF-118804,CC1=CC=C(C=C1)S(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4)C,FOXO3,STF-118804 inhibits the reaction [Resveratrol results in increased expression of FOXO3 protein],decreases^reaction|increases^expression,461.541,461.541,461.140927,3.013,-6.477,7,1,349.58,0.25496,110.54,-14.226,none,none,none,none,0.63636,0.49024,0.82089,1,33,8,0,8,0,7,4,23,5,4,2,2,0,0,4,0,0,2,0,0,2,1,0,0,0,2,0,0
NSC 74859,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O,STAT3,NSC 74859 inhibits the reaction [Thyroxine results in increased phosphorylation of STAT3 protein],decreases^reaction|increases^phosphorylation,365.361,365.361,365.056924,1.1457,-2.112,8,3,257.28,0.3977,138.38,-20.503,high,high,none,none,0.64,0.54455,0.72591,1,25,9,0,9,0,6,2,12,6,2,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1
Riboflavin,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,TP53,Riboflavin results in increased expression of TP53 protein,increases^expression,376.368,376.368,376.138286,-2.0663,-2.427,10,5,264.4,0.44066,155.05,6.1929,none,none,none,none,0.44444,0.45381,0.91945,1,27,10,0,10,3,5,3,6,11,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0
sitaxsentan,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,RELA,sitaxsentan inhibits the reaction [Glucose results in increased activity of RELA protein],decreases^reaction|increases^activity,454.91,454.91,454.006005,3.3593,-6.559,8,1,308.92,0.38366,144.35,4.5285,none,none,none,none,0.51724,0.44342,0.88047,1,29,11,0,11,0,5,4,16,7,4,1,3,1,1,3,0,0,1,1,1,2,1,0,0,0,1,0,0
Olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,TP53,Olanzapine results in increased expression of TP53 mRNA,increases^expression,312.44,312.44,312.140866,3.0388,-3.042,4,1,236.55,0.21319,59.11,8.1024,none,none,none,none,0.5,0.27193,0.85157,1,22,5,0,5,0,0,4,11,7,4,1,3,1,2,2,0,0,1,1,2,1,0,2,1,1,0,2,0
ETP-45299,CC1=CC2=NC=C(N2N=C1NCC3=CC=C(C=C3)OC)C(=O)NC4=CC=CC=C4,EIF4EBP1,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine promotes the reaction [ETP-45299 results in decreased phosphorylation of EIF4EBP1 protein]",decreases^phosphorylation|increases^reaction,387.442,387.442,387.169525,2.4542,-5.244,7,2,304.5,0.2491,80.55,5.0087,none,none,none,none,0.62069,0.39202,0.85557,1,29,7,0,7,0,6,4,21,4,4,2,2,0,0,4,0,0,2,0,0,2,1,1,0,1,3,1,0
Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,MAPK14,Omeprazole inhibits the reaction [N-Formylmethionine Leucyl-Phenylalanine results in increased phosphorylation of MAPK14 protein],decreases^reaction|increases^phosphorylation,345.422,345.422,345.114712,2.092,-2.721,6,1,260.23,0.30223,96.31,-1.8775,none,none,none,none,0.58333,0.47883,0.83313,1,24,7,0,7,1,5,3,15,8,3,1,2,0,0,3,0,0,1,0,0,2,0,0,0,0,3,1,0
Chir 99021,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,MYC,Chir 99021 results in increased expression of MYC protein,increases^expression,465.347,465.347,464.103146,3.6043,-7.316,8,3,352.4,0.26774,115.2,-2.2161,none,none,none,none,0.5625,0.44704,0.89613,1,32,10,0,10,0,7,4,23,3,4,1,3,0,0,4,0,0,1,0,0,3,0,2,0,2,5,2,0
Meloxicam,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,MYC,[Meloxicam co-treated with Cilostazol] results in decreased expression of MYC protein,affects^cotreatment|decreases^expression,351.406,351.406,351.034747,1.9072,-2.641,7,2,236.1,0.42804,136.22,5.7572,none,none,none,none,0.52174,0.19702,0.91408,1,23,9,0,9,0,2,3,11,4,3,1,2,0,1,2,0,0,1,0,1,1,2,0,0,0,1,0,0
LY-2157299,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,TGFB1,LY-2157299 inhibits the reaction [[Dimethyl Sulfoxide co-treated with TGFB1 protein] results in increased expression of ACTA2 mRNA],affects^cotreatment|decreases^reaction|increases^expression,369.427,369.427,369.15896,3.2898,-4.655,6,1,279.17,0.2439,86.69,3.7179,none,none,none,none,0.42857,0.33664,0.9724,1,28,6,0,6,0,3,5,21,4,5,1,4,1,1,4,0,0,1,1,1,3,1,0,0,0,4,0,0
PF 3758309,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)NC(CN(C)C)C5=CC=CC=C5)SC=C2,CDKN1A,PF 3758309 results in increased expression of CDKN1A mRNA,increases^expression,490.634,490.634,490.226327,2.4762,-3.813,9,3,368.67,0.29924,130.31,7.456,none,none,none,none,0.45714,0.30058,0.9383,1,35,10,0,10,1,6,5,20,10,5,1,4,0,1,4,0,0,1,0,1,3,2,2,1,1,4,2,0
VS-5584,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N,MYC,VS-5584 promotes the reaction [Arsenic Trioxide results in decreased expression of MYC mRNA],decreases^expression|increases^reaction,354.417,354.417,354.191657,1.0062,-2.374,9,1,270.26,0.33501,107.87,1.5349,none,none,none,none,0.46154,0.32473,0.88404,1,26,9,0,9,0,3,4,15,9,4,0,4,1,1,3,0,0,0,1,1,3,0,2,0,2,6,1,0
