GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Gefitinib inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,GPER1 mRNA affects the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[GPER1 protein co-treated with bisphenol A] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[GPER1 protein results in increased susceptibility to bisphenol A] which results in increased phosphorylation of MAPK3 protein,increases^phosphorylation|increases^response to substance,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Melatonin inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[mono-(2-ethylhexyl)phthalate co-treated with bisphenol A] inhibits the reaction [HDAC6 protein affects the phosphorylation of MAPK3 protein],affects^cotreatment|affects^phosphorylation|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Phytochemicals inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,pyrazolanthrone inhibits the reaction [bisphenol A inhibits the reaction [INS1 protein results in increased phosphorylation of MAPK3 protein]],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,RTKI cpd inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[Tetradecanoylphorbol Acetate co-treated with bisphenol A] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,U 0126 inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RNF2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased methylation of RNF2 gene,decreases^methylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
EHMT2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of EHMT2 protein,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
EHMT2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased methylation of EHMT2 gene,decreases^methylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
EHMT2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of EHMT2 mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
FOXO3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of FOXO3 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
FOXO3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin metabolite co-treated with bisphenol A] results in increased expression of FOXO3 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CHEK2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of CHEK2 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CHEK2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased methylation of CHEK2 gene,decreases^methylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CHEK2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased phosphorylation of CHEK2 protein,increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CHEK2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin co-treated with bisphenol A] results in increased expression of CHEK2 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CHEK2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin metabolite co-treated with bisphenol A] results in increased expression of CHEK2 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [bisphenol A results in increased phosphorylation of RELA protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,"6-(4-fluorophenyl)-2,3-dihydro-5-(4-pyridinyl)imidazo(2,1-b)thiazole inhibits the reaction [bisphenol A results in increased expression of RELA protein]",decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Asian ginseng inhibits the reaction [bisphenol A affects the localization of RELA protein],affects^localization|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,astaxanthine inhibits the reaction [bisphenol A results in increased phosphorylation of RELA protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A affects the localization of RELA protein,affects^localization,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A affects the splicing of RELA mRNA,affects^splicing,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[bisphenol A binds to and affects the folding of AR protein] inhibits the reaction [AR protein modified form binds to RELA protein modified form],affects^binding|affects^folding|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A inhibits the reaction [Estradiol inhibits the reaction [IL1B protein results in increased phosphorylation of RELA protein]],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A inhibits the reaction [IL1A protein promotes the reaction [[RELA protein binds to NFKB1 protein] which binds to CCL2 promoter]],affects^binding|decreases^reaction|increases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A promotes the reaction [RELA protein binds to APOA1 promoter],affects^binding|increases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of RELA protein modified form,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of RELA mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of RELA protein,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of RELA protein modified form,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased phosphorylation of RELA protein,increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Curcumin inhibits the reaction [bisphenol A results in increased expression of RELA protein modified form],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [bisphenol A results in increased expression of RELA protein],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Lipopolysaccharides inhibits the reaction [bisphenol A results in increased expression of RELA protein],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Phytochemicals inhibits the reaction [bisphenol A affects the localization of [RELA protein binds to NFKB1 protein]],affects^binding|affects^localization|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RELA,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Staurosporine inhibits the reaction [bisphenol A results in increased expression of RELA protein],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
RING1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[bisphenol A co-treated with Fulvestrant] results in increased methylation of RING1 gene,affects^cotreatment|increases^methylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A affects the expression of CCNE1 mRNA,affects^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A analog results in decreased expression of CCNE1 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of CCNE1 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of CCNE1 protein,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [bisphenol A results in increased expression of CCNE1 protein],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,MYC protein promotes the reaction [bisphenol A results in increased expression of CCNE1 protein],increases^expression|increases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin co-treated with bisphenol A] results in increased expression of CCNE1 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
CCNE1,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin metabolite co-treated with bisphenol A] results in increased expression of CCNE1 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK8,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK8 protein]",decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK8,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Acetylcysteine inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK8 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK8,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of MAPK8 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK8,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased phosphorylation of MAPK8 protein,increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK8,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,pyrazolanthrone inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK8 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK8,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,selonsertib inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK8 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
SUZ12,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A affects the expression of SUZ12 mRNA,affects^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
SUZ12,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of SUZ12 protein,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
